brand_id,brand_name,categories,city,country,region,phone,email,website,instagram,facebook,source,source_url,scraped_date
0cc4a4197ad2,Hul le Kes,N/A,Paris,France,Europe,+31(0)6 24 13 43 11,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/hul_le_kes_brand,2025-11-13
29e8eb471af2,Inoui Editions,N/A,Paris,France,Europe,+33 6 86 22 81 86,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/inouieditions,2025-11-13
38ce991cb66b,International Gallery Beams,N/A,Paris,France,Europe,+81 (0)80 16 10 32 09,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/beams_fashion_brand,2025-11-13
3a5d6a3f596f,Jean-François Mimilla,N/A,Paris,France,Europe,- 150-0001,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/jeanfrancoismimilla,2025-11-13
b98ebafd4389,Jordana Scott,N/A,Paris,France,Europe,+44 (0)2 03 75 79 340,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/pollykingandco,2025-11-13
27af12e7f942,Kohshin Satoh,N/A,Paris,France,Europe,+81 (3) 6805 1412,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/kohshin_satoh,2025-11-13
b6b85908e846,Kuboraum/Innerraum,N/A,Paris,France,Europe,+39 342 3740467,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/kuboraum,2025-11-13
e3d08cde838d,Marc Le Bihan,N/A,Paris,France,Europe,- 150-0001,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/marclebihan,2025-11-13
5942dbb40ed2,Maria Calderara,Women's RTW,Paris,France,Europe,15 - 20124,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/mariacalderara,2025-11-13
96a587ee4b8f,Marsèll,"Men's Accessories, Women's Accessories",Paris,France,Europe,+39 02 76 39 49 20,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/marsell,2025-11-13
8a0c38626d1c,Massimo Bonini Showroom,N/A,Paris,France,Europe,41 20121,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/massimobonini,2025-11-13
a664f7aeb16a,Melissa Odabash,Women's RTW,Paris,France,Europe,+44 (0)20 74 99 91 29,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/melissa_odabash,2025-11-13
2000dc2d33ea,Moismont,"Women's RTW, Men's RTW",Paris,France,Europe,+33 (0)6 89 30 67 93,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/moismont,2025-11-13
7f9d541abed0,Monsieur Charli,N/A,Paris,France,Europe,+33 06 64 32 60 73,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/monsieurcharli,2025-11-13
4fe7182ab0fa,Nemozena. Gas Isaj Orges Isaj,N/A,Paris,France,Europe,26 20135,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/studiozeta,2025-11-13
5cbe8b23c1f9,New York. Sales Department,N/A,Paris,France,Europe,41 20121,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/massimobonini,2025-11-13
456a9e69b8b4,Noon By Noor,Women's RTW,Paris,France,Europe,+973 38 11 12 60,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/noon-by-noor,2025-11-13
67aef5aee50e,Other / Wise,N/A,Paris,France,Europe,+33 (0)6 58 18 61 48,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/other_wise,2025-11-13
b8da5b45079c,Ozgur Masur,N/A,Paris,France,Europe,+90 533 430 4828,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/ozgur-masur,2025-11-13
0fd1da9bdb18,PabePabe,N/A,Paris,France,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/pabepabe_fashion_accessories_brand,2025-11-13
4b111b35c3cf,Paper Mache Tiger,Women's RTW,Paris,France,Europe,+44 (0) 20 70 33 38 15,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/papermachetiger,2025-11-13
e9292761cdfa,Paris Silvia Alessia,N/A,Paris,France,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/elisagaito,2025-11-13
d294d071f7ae,Patrick Cupid,N/A,Paris,France,Europe,+1 917 915 0647,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/patrick-cupid,2025-11-13
bc36351bd32f,Paul Easterlin,"Men's Accessories, Women's Accessories",Paris,France,Europe,+1 917 362 67 50,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/paul_easterlin_shoes,2025-11-13
593d527b3a6b,Polly King and Co,Women's Accessories,Paris,France,Europe,+44 (0)2 03 75 79 340,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/pollykingandco,2025-11-13
f08c488932fe,Porter by Yoshida & Co,N/A,Paris,France,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/porter_yoshida,2025-11-13
b93372c2fc25,Riz Poli,N/A,Paris,France,Europe,+33 (0)6 58 18 61 48,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/riz-poli,2025-11-13
421d3043810c,Ron Dorff,N/A,Paris,France,Europe,+44 7387 276 256,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/rondorff,2025-11-13
aa9a601c9b0a,Rosa Maria,N/A,Paris,France,Europe,+961 (0)3 65 22 36,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/rosamaria,2025-11-13
e39c36cf9115,Showapp Showroom,N/A,Paris,France,Europe,+90 533 430 4828,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/showappshowroom,2025-11-13
d03793e6727b,Talk Studio,N/A,Paris,France,Europe,+33 (0)1 40 28 17 90,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/talkstudio,2025-11-13
67dc72dcdd24,Toga,N/A,Paris,France,Europe,75003 75003,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/toga,2025-11-13
28c9089ff7f0,Van Palma,Women's Accessories,Paris,France,Europe,27-45 20144,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/vanpalma,2025-11-13
9116983a1608,Yat Pit,N/A,Paris,France,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/yat_pit_fashion_brand,2025-11-13
2a917e5908a6,Yeung Chin,N/A,Paris,France,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/yeungchin,2025-11-13
eb1245732c38,Yuki Terase Matt Whyte,N/A,Paris,France,Europe,+44 (0) 20 70 33 38 15,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/papermachetiger,2025-11-13
67ba6b32fa9d,Épice Paris,N/A,Paris,France,Europe,+33 (0)1 44 54 01 50,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/epiceparis,2025-11-13
8a721a659aa4,"Épice ParisM's Acc., W's Acc.",N/A,Paris,France,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/epiceparis,2025-11-13
9adc3cb9b5d9,Rosenthal Trading Gmbh,N/A,Düsseldorf,Germany,Europe,68 40474,N/A,N/A,@Showroom,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/rosenthal,2025-11-13
3d712cb3ce84,Alessandra Chiara Guffanti Sales Department,N/A,Milan,Italy,Europe,37 20122,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/guffanti,2025-11-13
2f37a004f5a0,Avant Toi,"Women's RTW, Men's RTW",Milan,Italy,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/avant_toi,2025-11-13
b1a8edc1e93d,Bokja,Women's RTW,Milan,Italy,Europe,+39 02 55 01 59 97,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/bokja_fashion,2025-11-13
09328b0921e2,Breramode,Women's RTW,Milan,Italy,Europe,+39 02 55 01 59 97,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/breramode,2025-11-13
aca2d31ede4a,Daniele Ghiselli Showroom,Women's RTW,Milan,Italy,Europe,19 20129,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/danieleghiselli,2025-11-13
b851117ad97d,Disaya. Ges Isaj Gas Isaj,N/A,Milan,Italy,Europe,26 20135,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/studiozeta,2025-11-13
299ac3e36bc7,DMVB,Women's RTW,Milan,Italy,Europe,38 20129,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/dmvb,2025-11-13
6b2ded51d81a,Done!,"Men's Accessories, Women's Accessories",Milan,Italy,Europe,69 20137,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/done,2025-11-13
39455f9d4629,Elisa Gaito,Women's RTW,Milan,Italy,Europe,+39 02 54 09 02 01,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/elisagaito,2025-11-13
267b2f6a59d4,Fattore K House,"Men's Accessories, Women's Accessories",Milan,Italy,Europe,20 20143,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/fattorekhouse,2025-11-13
a209d5901179,Federico Munari,N/A,Milan,Italy,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/the_parlor_showroom,2025-11-13
a1ebb6b88c41,Francesca Casati,N/A,Milan,Italy,Europe,34 20139,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/himco,2025-11-13
ee19573bdac8,Ges Isaj Gas Isaj,N/A,Milan,Italy,Europe,26 20135,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/studiozeta,2025-11-13
1f355b6ba782,Guffanti Concept Showroom,N/A,Milan,Italy,Europe,37 20122,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/guffanti,2025-11-13
e98b8748e395,Heda Showroom,"Women's RTW, Men's RTW",Milan,Italy,Europe,31 20137,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/hedashowroom,2025-11-13
ba44e2f7c686,HIM Co,Women's Accessories,Milan,Italy,Europe,34 20139,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/himco,2025-11-13
ffe8560492ef,Instagram,N/A,Milan,Italy,Europe,+39 02 55 01 59 97,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/breramode,2025-11-13
b9640018be48,Isabel Benenato,Men's RTW,Milan,Italy,Europe,5 - 20144,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/isabelbenenato,2025-11-13
bab4ac375ada,Italy. Sales Contact,N/A,Milan,Italy,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/showroommarcona3,2025-11-13
e22c73a8400b,Jet Set,"Women's RTW, Men's RTW",Milan,Italy,Europe,31 20144,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/jetset,2025-11-13
739eb213de70,LAB fashion agency,N/A,Milan,Italy,Europe,7 - 20144,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/lab_fashion_agency_multibrand_kid_showroom,2025-11-13
cdcf959750ed,Labo.Art,"Women's RTW, Men's RTW",Milan,Italy,Europe,12 20154,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/laboart,2025-11-13
0ad36920a1d5,Ludovica Bello Elena Pogodaeva,N/A,Milan,Italy,Europe,37 20143,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/marzianobello,2025-11-13
68789b4f7313,ma' ry' ya,"Women's RTW, Men's RTW",Milan,Italy,Europe,27-20144,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/maryya_maria_icho_knitwear,2025-11-13
df52c80408de,Malloni,Women's RTW,Milan,Italy,Europe,+39 349 8244374,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/malloni,2025-11-13
d82b1f669633,Maria Vittoria Bar Ziv,N/A,Milan,Italy,Europe,38 20129,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/dmvb,2025-11-13
182ab87ef740,Marina Rossoni Sales Department Instagram,N/A,Milan,Italy,Europe,21 20121,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/mr60_showroom,2025-11-13
b8c49e4b7ad1,Marziano Bello,N/A,Milan,Italy,Europe,37 20143,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/marzianobello,2025-11-13
adc078530b35,Mattia Mao,N/A,Milan,Italy,Europe,20 20143,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/fattorekhouse,2025-11-13
d8eba9192bb1,MR60 Showroom,Women's RTW,Milan,Italy,Europe,21 20121,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/mr60_showroom,2025-11-13
2ae83ef33caf,Paola Zavattoni,N/A,Milan,Italy,Europe,42 20129,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/showroompapaveri,2025-11-13
ac70af3f6c48,Papaveri Showroom,Women's RTW,Milan,Italy,Europe,42 20129,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/showroompapaveri,2025-11-13
fd2f5967f034,Point di Mariapia Bernardis and co.,"Women's RTW, Men's RTW",Milan,Italy,Europe,13 20129,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/point,2025-11-13
d02ea2c356f3,Rallegrati,Women's RTW,Milan,Italy,Europe,69 20137,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/rallegrati_fashion_brand,2025-11-13
0ecb2b966eca,RG Showroom,"Women's RTW, Men's RTW",Milan,Italy,Europe,+39 02 36 75 49 50,N/A,N/A,@RG,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/riccardograssishowroom,2025-11-13
229e5b1363be,Roberta Sales Contact,N/A,Milan,Italy,Europe,+39 02 55 01 59 97,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/breramode,2025-11-13
f04ffb4d3912,Sales Contact,N/A,Milan,Italy,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/showroommarcona3,2025-11-13
31a565d9061b,Sales Department,N/A,Milan,Italy,Europe,+39 02 54 12 03 59,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/showroommarcona3,2025-11-13
6390be0e2782,Savina Capuzzolo,N/A,Milan,Italy,Europe,19 20129,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/danieleghiselli,2025-11-13
dda538a063d0,Showroom Marcona3,Women's RTW,Milan,Italy,Europe,+39 02 54 12 03 59,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/showroommarcona3,2025-11-13
47de41cfe167,Silvia Alessia,N/A,Milan,Italy,Europe,+39 02 54 09 02 01,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/elisagaito,2025-11-13
1c2ed1371ec2,Sorelle Secli,Women's RTW,Milan,Italy,Europe,21 20121,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/sorelle_secli,2025-11-13
ce4bedf4629c,Studio Zeta,Women's RTW,Milan,Italy,Europe,26 20135,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/studiozeta,2025-11-13
ce5be4bb143b,The Parlor Showroom,Women's RTW,Milan,Italy,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/the_parlor_showroom,2025-11-13
c23946c05088,Tomorrow,"Women's RTW, Men's RTW",Milan,Italy,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/multilabel-showrooms/references/tomorrow,2025-11-13
dcef234a574f,Transit,"Women's RTW, Men's RTW",Milan,Italy,Europe,31 20144,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/transitparsuch,2025-11-13
26ff65ff6fd1,Y-3,"Women's RTW, Men's RTW, Men's Accessories, Women's Accessories",Milan,Italy,Europe,+49 (0)151 12 26 44 50,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/y-3,2025-11-13
cf97658e4f8b,Zona20 Milano,"Women's RTW, Men's RTW",Milan,Italy,Europe,26 20143,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/zona20milano,2025-11-13
af946cb66c79,Zona20 MilanoM's/W's RTW,M's/W's RTW,Milan,Italy,Europe,N/A,N/A,N/A,N/A,N/A,designer_showrooms,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/zona20milano,2025-11-13
